"itemid","clock","num","value_min","value_avg","value_max"
"26690","1644897600","60","0.0600","0.2201","1.3188"
"26690","1644901200","60","0.0812","0.2613","0.5375"
"26690","1644904800","60","0.1425","0.7703","2.1025"
"26690","1644908400","60","0.1838","0.4774","1.7450"
"26690","1644912000","60","0.2100","0.4320","1.0037"
"26690","1644915600","60","0.1138","0.2166","0.4812"
"26690","1644919200","60","0.1038","0.2701","0.7600"
"26690","1644922800","60","0.1825","0.4074","1.0825"
"26690","1644926400","60","0.0812","0.5029","1.7912"
"26690","1644930000","60","0.0562","0.2489","0.8550"
"26690","1644933600","60","0.0362","0.1072","0.2488"
"26690","1644937200","60","0.0100","0.0686","0.1438"
"26690","1644940800","60","0.0162","0.0468","0.1188"
"26690","1644944400","60","0.0100","0.0536","0.1662"
"26690","1644948000","60","0.0100","0.0469","0.3125"
"26690","1644951600","60","0.0150","0.0522","0.1500"
"26690","1644955200","60","0.0075","0.0411","0.1088"
"26690","1644958800","60","0.0112","0.0411","0.1475"
"26690","1644962400","60","0.0062","0.0380","0.0938"
"26690","1644966000","60","0.0100","0.0560","0.1875"
"26690","1644969600","60","0.0138","0.0689","0.2150"
"26690","1644973200","60","0.0188","0.0844","0.1850"
"26690","1644976800","60","0.0288","0.0872","0.2162"
"26690","1644980400","60","0.0350","0.1159","0.2050"
"26690","1644984000","60","0.0688","0.1802","0.3912"
"26690","1644987600","60","0.1450","0.2572","0.4038"
"26690","1644991200","60","0.2175","0.6701","1.4900"
"26690","1644994800","60","0.1688","0.5276","1.5037"
"26690","1644998400","60","0.1812","0.3310","0.8275"
"26690","1645002000","60","0.0588","0.2016","0.5012"
"26690","1645005600","60","0.1200","0.2934","0.5462"
"26690","1645009200","60","0.1225","0.3125","0.5438"
"26690","1645012800","60","0.1100","0.2912","0.8762"
"26690","1645016400","60","0.1162","0.2438","0.4538"
"26690","1645020000","60","0.0438","0.1156","0.2912"
"26690","1645023600","60","0.0300","0.0741","0.1462"
"26690","1645027200","60","0.0338","0.0759","0.1388"
"26690","1645030800","60","0.0175","0.0498","0.1088"
"26690","1645034400","60","0.0075","0.0395","0.0888"
"26690","1645038000","60","0.0200","0.0478","0.1325"
"26690","1645041600","60","0.0125","0.0464","0.0988"
"26690","1645045200","60","0.0100","0.0397","0.2288"
"26690","1645048800","60","0.0050","0.0407","0.1000"
"26690","1645052400","60","0.0125","0.0515","0.1088"
"26690","1645056000","60","0.0175","0.0651","0.1862"
"26690","1645059600","60","0.0412","0.1102","0.2262"
"26690","1645063200","60","0.0250","0.0841","0.2125"
"26690","1645066800","60","0.0438","0.1310","0.2562"
"26690","1645070400","60","0.0725","0.1862","0.4825"
"26690","1645074000","60","0.0962","0.2836","0.6112"
"26690","1645077600","60","0.2100","0.5048","1.9575"
"26690","1645081200","60","0.2362","0.4787","0.9288"
"26690","1645084800","60","0.1912","0.3292","0.4838"
"26690","1645088400","60","0.1288","0.2487","0.5850"
"26690","1645092000","60","0.1675","0.4184","1.1975"
"26690","1645095600","60","0.1550","0.3623","0.6350"
"26690","1645099200","60","0.1412","0.3818","1.1213"
"26690","1645102800","60","0.0875","0.2437","0.5238"
"26690","1645106400","60","0.0325","0.1191","0.2212"
"26690","1645110000","60","0.0162","0.0612","0.1525"
"26690","1645113600","60","0.0162","0.0533","0.1262"
"26690","1645117200","60","0.0213","0.0577","0.1013"
"26690","1645120800","60","0.0125","0.0508","0.1288"
"26690","1645124400","60","0.0188","0.0544","0.1250"
"26690","1645128000","60","0.0075","0.0455","0.1312"
"26690","1645131600","60","0.0025","0.0281","0.0812"
"26690","1645135200","60","0.0038","0.0427","0.1462"
"26690","1645138800","60","0.0062","0.0479","0.1138"
"26690","1645142400","60","0.0112","0.0655","0.1825"
"26690","1645146000","60","0.0138","0.1072","0.3025"
"26690","1645149600","60","0.0350","0.1052","0.3488"
"26690","1645153200","60","0.0512","0.1350","0.2650"
"26690","1645156800","60","0.1500","0.4619","1.3713"
"26690","1645160400","60","0.1125","0.3220","2.2750"
"26690","1645164000","60","0.0912","0.3966","0.9312"
"26690","1645167600","60","0.0712","0.5843","2.8175"
"26690","1645171200","60","0.1338","0.4195","1.0775"
"26690","1645174800","60","0.0938","0.2180","0.4000"
"26690","1645178400","60","0.1550","0.3290","1.2437"
"26690","1645182000","60","0.0050","0.5880","3.2575"
"26690","1645185600","60","0.0025","0.0241","0.0538"
"26690","1645189200","60","0.0088","0.0253","0.0675"
"26690","1645192800","60","0.0050","0.0291","0.0800"
"26690","1645196400","60","0.0050","0.0242","0.0538"
"26690","1645200000","60","0.0050","0.0252","0.0575"
"26690","1645203600","60","0.0012","0.0250","0.0725"
"26690","1645207200","60","0.0025","0.0194","0.0575"
"26690","1645210800","60","0.0050","0.0229","0.0575"
"26690","1645214400","60","0.0025","0.0231","0.0600"
"26690","1645218000","60","0.0050","0.0245","0.0825"
"26690","1645221600","60","0.0050","0.0225","0.0462"
"26690","1645225200","60","0.0038","0.0214","0.0562"
"26690","1645228800","60","0.0075","0.0211","0.0500"
"26690","1645232400","60","0.0025","0.0187","0.0462"
"26690","1645236000","60","0.0012","0.0163","0.0375"
"26690","1645239600","60","0.0012","0.0167","0.0475"
"26690","1645243200","60","0.0025","0.0245","0.0600"
"26690","1645246800","60","0.0012","0.0200","0.0588"
"26690","1645250400","60","0.0025","0.0208","0.0550"
"26690","1645254000","60","0.0038","0.0188","0.0512"
"26690","1645257600","60","0.0050","0.0241","0.0862"
"26690","1645261200","60","0.0038","0.0222","0.0525"
"26690","1645264800","60","0.0038","0.0221","0.0625"
"26690","1645268400","60","0.0062","0.0238","0.0525"
"26690","1645272000","60","0.0012","0.0326","0.0938"
"26690","1645275600","60","0.0088","0.0286","0.0688"
"26690","1645279200","60","0.0025","0.0254","0.0638"
"26690","1645282800","60","0.0075","0.0292","0.0688"
"26690","1645286400","60","0.0062","0.0306","0.0775"
"26690","1645290000","60","0.0038","0.0263","0.0912"
"26690","1645293600","60","0.0050","0.0298","0.0650"
"26690","1645297200","60","0.0062","0.0278","0.0900"
"26690","1645300800","60","0.0050","0.0250","0.0538"
"26690","1645304400","60","0.0025","0.0275","0.0800"
"26690","1645308000","60","0.0012","0.0186","0.0462"
"26690","1645311600","60","0.0012","0.0202","0.0638"
"26690","1645315200","60","0.0025","0.0142","0.0512"
"26690","1645318800","60","0.0038","0.0209","0.0700"
"26690","1645322400","60","0.0025","0.0186","0.0500"
"26690","1645326000","60","0.0012","0.0167","0.0400"
"26690","1645329600","60","0.0025","0.0212","0.0750"
"26690","1645333200","60","0.0025","0.0201","0.0850"
"26690","1645336800","60","0.0025","0.0159","0.0362"
"26690","1645340400","60","0.0025","0.0216","0.0612"
"26690","1645344000","60","0.0050","0.0211","0.0625"
"26690","1645347600","60","0.0012","0.0206","0.0575"
"26690","1645351200","60","0.0038","0.0191","0.0488"
"26690","1645354800","60","0.0012","0.0234","0.0662"
"26690","1645358400","60","0.0025","0.0189","0.0700"
"26690","1645362000","60","0.0050","0.0354","0.0912"
"26690","1645365600","60","0.0050","0.0244","0.0800"
"26690","1645369200","60","0.0050","0.0309","0.0775"
"26690","1645372800","60","0.0050","0.0252","0.0575"
"26690","1645376400","60","0.0025","0.0247","0.0662"
"26690","1645380000","60","0.0038","0.0295","0.1013"
"26690","1645383600","60","0.0050","0.0256","0.0700"
"26690","1645387200","60","0.0025","0.0191","0.0512"
"26690","1645390800","60","0.0062","0.0183","0.0450"
"26690","1645394400","60","0.0038","0.0198","0.0888"
"26690","1645398000","60","0.0012","0.0168","0.0562"
"26690","1645401600","60","0.0025","0.0194","0.0512"
"26690","1645405200","60","0.0038","0.0197","0.0812"
"26690","1645408800","60","0.0012","0.0173","0.0675"
"26690","1645412400","60","0.0025","0.0219","0.0650"
"26690","1645416000","60","0.0025","0.0184","0.0638"
"26690","1645419600","60","0.0000","0.0310","0.1438"
"26690","1645423200","60","0.0088","0.5213","12.8863"
"26690","1645426800","60","0.0088","0.0412","0.1075"
"26690","1645430400","60","0.0062","0.0266","0.0688"
"26690","1645434000","60","0.0038","0.0223","0.0650"
"26690","1645437600","60","0.0038","0.0200","0.0950"
"26690","1645441200","60","0.0038","0.0210","0.0675"
"26690","1645444800","60","0.0025","0.0256","0.0650"
"26690","1645448400","60","0.0025","0.0276","0.1338"
"26690","1645452000","60","0.0012","0.0188","0.0450"
"26690","1645455600","60","0.0038","0.0269","0.0562"
"26690","1645459200","60","0.0025","0.0248","0.0588"
"26690","1645462800","60","0.0062","0.0271","0.0588"
"26690","1645466400","60","0.0050","0.0267","0.0762"
"26690","1645470000","60","0.0050","0.0296","0.0725"
"26690","1645473600","60","0.0025","0.0248","0.0612"
"26690","1645477200","60","0.0050","0.0214","0.0575"
"26690","1645480800","60","0.0012","0.0171","0.0562"
"26690","1645484400","60","0.0012","0.0158","0.0450"
"26690","1645488000","60","0.0012","0.0157","0.0462"
"26690","1645491600","60","0.0025","0.0200","0.0475"
"26690","1645495200","60","0.0025","0.0194","0.0612"
"26690","1645498800","60","0.0012","0.0191","0.1050"
"26690","1645502400","60","0.0025","0.0185","0.0575"
"26690","1645506000","60","0.0025","0.0210","0.0750"
"26690","1645509600","60","0.0038","0.0180","0.0412"
"26690","1645513200","60","0.0025","0.0168","0.0612"
"26690","1645516800","60","0.0038","0.0219","0.0488"
"26690","1645520400","60","0.0025","0.0198","0.0850"
"26690","1645524000","60","0.0012","0.0223","0.0625"
"26690","1645527600","60","0.0012","0.0213","0.0762"
"26690","1645531200","60","0.0025","0.0262","0.0800"
"26690","1645534800","60","0.0025","0.0243","0.0538"
"26690","1645538400","60","0.0038","0.0242","0.0912"
"26690","1645542000","60","0.0062","0.0248","0.0525"
"26690","1645545600","60","0.0050","0.0278","0.0650"
"26690","1645549200","60","0.0100","0.0271","0.0575"
"26690","1645552800","60","0.0062","0.0243","0.0775"
"26690","1645556400","60","0.0062","0.0262","0.0862"
"26690","1645560000","60","0.0038","0.0214","0.0475"
"26690","1645563600","60","0.0025","0.0219","0.0825"
"26690","1645567200","60","0.0012","0.0209","0.0788"
"26690","1645570800","60","0.0025","0.0194","0.0538"
"26690","1645574400","60","0.0012","0.0194","0.0538"
"26690","1645578000","60","0.0012","0.0186","0.0538"
"26690","1645581600","60","0.0012","0.0180","0.0675"
"26690","1645585200","60","0.0025","0.0170","0.0688"
"26690","1645588800","60","0.0025","0.0159","0.0400"
"26690","1645592400","60","0.0012","0.0181","0.0488"
"26690","1645596000","60","0.0025","0.0172","0.0438"
"26690","1645599600","60","0.0025","0.0224","0.0775"
"26690","1645603200","60","0.0038","0.0210","0.0950"
"26690","1645606800","60","0.0012","0.0178","0.0488"
"26690","1645610400","60","0.0000","0.0150","0.0438"
"26690","1645614000","60","0.0025","0.0195","0.0675"
"26690","1645617600","60","0.0038","0.0309","0.1050"
"26690","1645621200","60","0.0050","0.0266","0.0638"
"26690","1645624800","60","0.0038","0.0255","0.0762"
"26690","1645628400","60","0.0062","0.0275","0.1138"
"26690","1645632000","60","0.0075","0.0277","0.0688"
"26690","1645635600","60","0.0038","0.0243","0.0550"
"26690","1645639200","60","0.0038","0.0217","0.0825"
"26690","1645642800","60","0.0050","0.0244","0.0612"
"26690","1645646400","60","0.0038","0.0229","0.0588"
"26690","1645650000","60","0.0012","0.0196","0.0850"
"26690","1645653600","60","0.0000","0.0171","0.0512"
"26690","1645657200","60","0.0038","0.0202","0.0538"
"26690","1645660800","60","0.0012","0.0159","0.0550"
"26690","1645664400","60","0.0012","0.0146","0.0462"
"26690","1645668000","60","0.0025","0.0183","0.0625"
"26690","1645671600","60","0.0025","0.0216","0.0725"
"26690","1645675200","60","0.0025","0.0214","0.0625"
"26690","1645678800","60","0.0038","0.0195","0.0625"
"26690","1645682400","60","0.0012","0.0164","0.0750"
"26690","1645686000","60","0.0038","0.0236","0.0900"
"26690","1645689600","60","0.0025","0.0240","0.0988"
"26690","1645693200","60","0.0025","0.2404","0.6188"
"26690","1645696800","60","0.1725","0.3570","0.6612"
"26690","1645700400","60","0.2013","0.4101","0.7312"
"26690","1645704000","60","0.1425","0.3401","0.6062"
"26690","1645707600","60","0.1013","0.2266","0.4462"
"26690","1645711200","60","0.0250","0.1209","0.2600"
"26690","1645714800","60","0.0138","0.0949","0.2525"
"26690","1645718400","60","0.0175","0.0593","0.1875"
"26690","1645722000","60","0.0188","0.0624","0.1938"
"26690","1645725600","60","0.0112","0.0481","0.0975"
"26690","1645729200","60","0.0075","0.0309","0.0725"
"26690","1645732800","60","0.0075","0.0309","0.0975"
"26690","1645736400","60","0.0050","0.0253","0.0562"
"26690","1645740000","60","0.0050","0.0287","0.0650"
"26690","1645743600","60","0.0088","0.0584","0.2588"
"26690","1645747200","60","0.0225","0.0756","0.2062"
"26690","1645750800","60","0.0062","0.0833","0.2025"
"26690","1645754400","60","0.0288","0.1055","0.2925"
"26690","1645758000","60","0.0575","0.1694","0.4475"
"26690","1645761600","60","0.0638","0.1596","0.4138"
"26690","1645765200","60","0.1862","0.4131","0.9912"
"26690","1645768800","60","0.1938","0.4794","0.7400"
"26690","1645772400","60","0.1412","0.5798","1.6313"
"26690","1645776000","60","0.1125","0.9100","8.3038"
"26690","1645779600","60","0.1575","0.3876","1.0275"
"26690","1645783200","60","0.2088","0.4023","0.7412"
"26690","1645786800","60","0.2825","0.5072","1.0900"
"26690","1645790400","60","0.2588","0.5705","1.5800"
"26690","1645794000","60","0.1112","0.3349","0.6375"
"26690","1645797600","60","0.0438","0.1289","0.2425"
"26690","1645801200","60","0.0400","0.1233","0.3050"
"26690","1645804800","60","0.0112","0.1625","1.0575"
"26690","1645808400","60","0.0162","0.0756","0.3312"
"26690","1645812000","60","0.0088","0.0528","0.1800"
"26690","1645815600","60","0.0150","0.0574","0.1488"
"26690","1645819200","60","0.0075","0.0797","0.3212"
"26690","1645822800","60","0.0150","0.0569","0.1400"
"26690","1645826400","60","0.0075","0.0343","0.1362"
"26690","1645830000","60","0.0062","0.0345","0.1475"
"26690","1645833600","60","0.0075","0.0444","0.1462"
"26690","1645837200","60","0.0062","0.0569","0.2638"
"26690","1645840800","60","0.0100","0.0518","0.1038"
"26690","1645844400","60","0.0088","0.0479","0.1312"
"26690","1645848000","60","0.0088","0.0629","0.2988"
"26690","1645851600","60","0.0175","0.0501","0.1100"
"26690","1645855200","60","0.0188","0.0610","0.1538"
"26690","1645858800","60","0.0238","0.0646","0.1800"
"26690","1645862400","60","0.0150","0.1150","0.3650"
"26690","1645866000","60","0.2512","0.4434","0.8125"
"26690","1645869600","60","0.2288","0.3991","0.6925"
"26690","1645873200","60","0.2375","0.3964","0.6637"
"26690","1645876800","60","0.2938","0.4420","0.7238"
"26690","1645880400","60","0.2412","0.4073","0.5825"
"26690","1645884000","60","0.2662","0.4150","0.6825"
"26690","1645887600","60","0.2625","0.4072","0.6688"
"26690","1645891200","60","0.2312","0.3612","0.5475"
"26690","1645894800","60","0.2338","0.3706","0.5612"
"26690","1645898400","60","0.2450","0.3839","0.5362"
"26690","1645902000","60","0.2662","0.3875","0.5400"
"26690","1645905600","60","0.2362","0.3657","0.6262"
"26690","1645909200","60","0.1988","0.3358","0.4825"
"26690","1645912800","60","0.2138","0.3543","0.5550"
"26690","1645916400","60","0.2037","0.3629","0.6338"
"26690","1645920000","60","0.2138","0.3458","0.5938"
"26690","1645923600","60","0.2238","0.3498","0.5838"
"26690","1645927200","60","0.2500","0.3738","0.7088"
"26690","1645930800","60","0.2100","0.3612","0.5762"
"26690","1645934400","60","0.2988","0.4094","0.6150"
"26690","1645938000","60","0.2212","0.3673","0.5538"
"26690","1645941600","60","0.2512","0.3741","0.6212"
"26690","1645945200","60","0.0112","0.2738","0.5812"
"26690","1645948800","60","0.0213","0.0613","0.1362"
"26690","1645952400","60","0.0262","0.0698","0.1388"
"26690","1645956000","60","0.0125","0.0468","0.1600"
"26690","1645959600","60","0.0175","0.1035","0.7238"
"26690","1645963200","60","0.0125","0.0682","0.2412"
"26690","1645966800","60","0.0075","0.0599","0.1488"
"26690","1645970400","60","0.0238","0.0819","0.3888"
"26690","1645974000","60","0.0225","0.0620","0.1375"
"26690","1645977600","60","0.0062","0.0527","0.1138"
"26690","1645981200","60","0.0150","0.0496","0.1100"
"26690","1645984800","60","0.0150","0.0575","0.1600"
"26690","1645988400","60","0.0150","0.0501","0.1138"
"26690","1645992000","60","0.0125","0.0389","0.1200"
"26690","1645995600","60","0.0125","0.0364","0.1100"
"26690","1645999200","60","0.0125","0.0437","0.1000"
"26690","1646002800","60","0.0188","0.0709","0.2050"
"26690","1646006400","60","0.0238","0.0793","0.1988"
"26690","1646010000","60","0.0450","0.1198","0.3875"
"26690","1646013600","60","0.0500","0.1371","0.3113"
"26690","1646017200","60","0.0750","0.2165","0.3750"
"26690","1646020800","60","0.1088","0.2454","0.5162"
"26690","1646024400","60","0.1838","0.4501","0.9450"
"26690","1646028000","60","0.3850","0.7179","1.3200"
"26690","1646031600","60","0.2675","1.5812","6.1537"
"26690","1646035200","60","0.5538","0.9912","2.2275"
"26690","1646038800","60","0.0900","0.9854","2.8525"
"26690","1646042400","60","0.0025","0.0931","2.1562"
"26690","1646046000","60","0.0038","0.0490","0.3525"
"26690","1646049600","60","0.0025","0.0364","0.0988"
"26690","1646053200","60","0.0025","0.0224","0.0488"
"26690","1646056800","60","0.0100","0.0295","0.0662"
"26690","1646060400","60","0.0038","0.0224","0.0600"
"26690","1646064000","60","0.0075","0.0271","0.0675"
"26690","1646067600","60","0.0025","0.0231","0.0725"
"26690","1646071200","60","0.0050","0.0254","0.0650"
"26690","1646074800","60","0.0062","0.0293","0.0675"
"26690","1646078400","60","0.0038","0.0258","0.0788"
"26690","1646082000","60","0.0038","0.0215","0.0525"
"26690","1646085600","60","0.0012","0.0218","0.0662"
"26690","1646089200","60","0.0012","0.0179","0.0875"
"26690","1646092800","60","0.0025","0.0168","0.0462"
"26690","1646096400","60","0.0025","0.0164","0.0612"
"26690","1646100000","60","0.0025","0.0197","0.0462"
"26690","1646103600","60","0.0050","0.0193","0.0762"
"26690","1646107200","60","0.0025","0.0198","0.0925"
"26690","1646110800","60","0.0012","0.0176","0.0462"
"26690","1646114400","60","0.0012","0.0173","0.0512"
"26690","1646118000","60","0.0000","0.0177","0.0638"
"26690","1646121600","60","0.0012","0.0171","0.0450"
"26690","1646125200","60","0.0012","0.0181","0.0562"
"26690","1646128800","60","0.0012","0.3817","1.6225"
"26690","1646132400","60","0.1338","0.3358","0.6500"
"26690","1646136000","60","0.1725","0.2918","0.5425"
"26690","1646139600","60","0.1125","0.3025","1.3213"
"26690","1646143200","60","0.0562","0.1254","0.3338"
"26690","1646146800","60","0.0175","0.0669","0.1562"
"26690","1646150400","60","0.0162","0.0510","0.1900"
"26690","1646154000","60","0.0112","0.0477","0.1988"
"26690","1646157600","60","0.0100","0.0476","0.1212"
"26690","1646161200","60","0.0088","0.0360","0.0838"
"26690","1646164800","60","0.0062","0.0367","0.1088"
"26690","1646168400","60","0.0062","0.0263","0.0675"
"26690","1646172000","60","0.0100","0.0361","0.1162"
"26690","1646175600","60","0.0162","0.0691","0.7150"
"26690","1646179200","60","0.0238","0.0740","0.3250"
"26690","1646182800","60","0.0275","0.1140","0.2788"
"26690","1646186400","60","0.0500","0.1672","0.4950"
"26690","1646190000","60","0.0612","0.1694","0.4150"
"26690","1646193600","60","0.0425","0.2390","1.0837"
"26690","1646197200","60","0.1112","0.2375","0.4175"
"26690","1646200800","60","0.1925","0.4220","0.8225"
"26690","1646204400","60","0.0962","0.8108","9.2063"
"26690","1646208000","60","0.2388","0.5487","1.1712"
"26690","1646211600","60","0.1688","0.3953","0.9275"
"26690","1646215200","60","0.2088","0.3952","0.6088"
"26690","1646218800","60","0.2738","0.4987","1.7388"
"26690","1646222400","60","0.2888","0.4973","1.0987"
"26690","1646226000","60","0.1325","0.2346","0.3800"
"26690","1646229600","60","0.0412","0.1492","0.2900"
"26690","1646233200","60","0.0200","0.0830","0.3338"
"26690","1646236800","60","0.0100","0.0580","0.1588"
"26690","1646240400","60","0.0050","0.0592","0.1762"
"26690","1646244000","60","0.0125","0.0571","0.1550"
"26690","1646247600","60","0.0225","0.0703","0.1325"
"26690","1646251200","60","0.0125","0.0571","0.1762"
"26690","1646254800","60","0.0100","0.0600","0.1737"
"26690","1646258400","60","0.0038","0.0489","0.2200"
"26690","1646262000","60","0.0288","0.0679","0.1525"
"26690","1646265600","60","0.0162","0.0930","0.2500"
"26690","1646269200","60","0.0412","0.1115","0.2600"
"26690","1646272800","60","0.0762","0.1832","0.5725"
"26690","1646276400","60","0.0688","0.1840","0.4738"
"26690","1646280000","60","0.0925","0.2161","0.5225"
"26690","1646283600","60","0.1238","0.4222","2.3275"
"26690","1646287200","60","0.2512","0.4649","0.8962"
"26690","1646290800","60","0.2400","0.4404","0.9338"
"26690","1646294400","60","0.2450","0.4654","1.1350"
"26690","1646298000","60","0.1462","0.3137","0.7062"
"26690","1646301600","60","0.1562","0.3674","0.6712"
"26690","1646305200","60","0.1788","0.4124","0.7875"
"26690","1646308800","60","0.1988","0.3626","0.7588"
"26690","1646312400","60","0.1825","0.3560","0.9688"
"26690","1646316000","60","0.0650","0.1949","0.8625"
"26690","1646319600","60","0.0362","0.1086","0.2150"
"26690","1646323200","60","0.0150","0.0778","0.2025"
"26690","1646326800","60","0.0150","0.0531","0.1138"
"26690","1646330400","60","0.0162","0.0871","0.1962"
"26690","1646334000","60","0.0150","0.0459","0.1038"
"26690","1646337600","60","0.0125","0.0451","0.1200"
"26690","1646341200","60","0.0050","0.0361","0.1225"
"26690","1646344800","60","0.0088","0.0365","0.0775"
"26690","1646348400","60","0.0175","0.0573","0.1175"
"26690","1646352000","60","0.0200","0.0777","0.2400"
"26690","1646355600","60","0.0438","0.1494","0.3475"
"26690","1646359200","60","0.0450","0.1184","0.3450"
"26690","1646362800","60","0.0412","0.1360","0.4050"
"26690","1646366400","60","0.0862","0.2415","0.7275"
"26690","1646370000","60","0.0938","0.2593","0.5738"
"26690","1646373600","60","0.1238","0.5297","1.4663"
"26690","1646377200","60","0.3012","0.8683","2.2250"
"26690","1646380800","60","0.2212","0.4429","0.9925"
"26690","1646384400","60","0.0038","0.4466","2.8937"
"26690","1646388000","60","0.0050","0.0196","0.0550"
"26690","1646391600","60","0.0112","0.5418","1.3362"
"26690","1646395200","60","0.1512","0.4668","1.3400"
"26690","1646398800","60","0.1013","0.9604","1.9762"
"26690","1646402400","60","0.0525","0.3131","1.1638"
"26690","1646406000","60","0.0125","0.0712","0.2612"
"26690","1646409600","60","0.0112","0.0512","0.1662"
"26690","1646413200","60","0.0100","0.0435","0.1025"
"26690","1646416800","60","0.0088","0.0376","0.1112"
"26690","1646420400","60","0.0112","0.0384","0.0875"
"26690","1646424000","60","0.0062","0.0315","0.0712"
"26690","1646427600","60","0.0038","0.0262","0.0725"
"26690","1646431200","60","0.0075","0.0357","0.2238"
"26690","1646434800","60","0.0162","0.0608","0.1500"
"26690","1646438400","60","0.0250","0.0844","0.1750"
"26690","1646442000","60","0.0312","0.1239","0.2500"
"26690","1646445600","60","0.0338","0.0914","0.1938"
"26690","1646449200","60","0.0500","0.1416","0.2288"
"26690","1646452800","60","0.0638","0.2295","0.6938"
"26690","1646456400","60","0.4638","0.6810","1.4812"
"26690","1646460000","60","0.4612","0.6825","1.0437"
"26690","1646463600","60","0.2525","0.6233","0.9575"
"26690","1646467200","60","0.1825","0.3659","0.7562"
"26690","1646470800","60","0.0762","0.3916","1.4888"
"26690","1646474400","60","0.1200","0.2684","0.6812"
"26690","1646478000","60","0.0738","0.1792","0.3312"
"26690","1646481600","60","0.0675","0.1639","0.4938"
"26690","1646485200","60","0.0325","0.0925","0.2162"
"26690","1646488800","60","0.0200","0.0562","0.1612"
"26690","1646492400","60","0.0225","0.0542","0.1062"
"26690","1646496000","60","0.0025","0.0421","0.1088"
"26690","1646499600","60","0.0050","0.0460","0.1250"
"26690","1646503200","60","0.0050","0.0455","0.1038"
"26690","1646506800","60","0.0112","0.0399","0.1162"
"26690","1646510400","60","0.0075","0.0447","0.0825"
"26690","1646514000","60","0.0150","0.0422","0.1100"
"26690","1646517600","60","0.0062","0.0336","0.1088"
"26690","1646521200","60","0.0062","0.0269","0.0538"
"26690","1646524800","60","0.0088","0.0386","0.1050"
"26690","1646528400","60","0.0038","0.0313","0.0938"
"26690","1646532000","60","0.0038","0.0255","0.0900"
"26690","1646535600","60","0.0075","0.0248","0.0575"
"26690","1646539200","60","0.0075","0.0279","0.1000"
"26690","1646542800","60","0.0112","0.0382","0.1938"
"26690","1646546400","60","0.0050","0.0358","0.0825"
"26690","1646550000","60","0.0138","0.0404","0.1200"
"26690","1646553600","60","0.0050","0.0358","0.1225"
"26690","1646557200","60","0.0062","0.0247","0.0562"
"26690","1646560800","60","0.0025","0.0409","0.0938"
"26690","1646564400","60","0.0075","0.0367","0.1013"
"26690","1646568000","60","0.0075","0.0435","0.1038"
"26690","1646571600","60","0.0125","0.0363","0.0688"
"26690","1646575200","60","0.0100","0.0430","0.1125"
"26690","1646578800","60","0.0100","0.0321","0.0812"
"26690","1646582400","60","0.0100","0.0379","0.0950"
"26690","1646586000","60","0.0075","0.0335","0.0762"
"26690","1646589600","60","0.0050","0.0364","0.1388"
"26690","1646593200","60","0.0038","0.0307","0.1375"
"26690","1646596800","60","0.0075","0.0302","0.0888"
"26690","1646600400","60","0.0062","0.0281","0.0588"
"26690","1646604000","60","0.0075","0.0234","0.0675"
"26690","1646607600","60","0.0012","0.0233","0.0700"
"26690","1646611200","60","0.0050","0.0225","0.0512"
"26690","1646614800","60","0.0050","0.0257","0.0800"
"26690","1646618400","60","0.0038","0.0283","0.0875"
"26690","1646622000","60","0.0062","0.0263","0.0750"
"26690","1646625600","60","0.0038","0.0359","0.1488"
"26690","1646629200","60","0.0100","0.0317","0.0788"
"26690","1646632800","60","0.0075","0.0359","0.0925"
"26690","1646636400","60","0.0062","0.0336","0.1125"
"26690","1646640000","60","0.0025","0.0282","0.0800"
"26690","1646643600","60","0.0075","0.0318","0.0925"
"26690","1646647200","60","0.0050","0.0346","0.0812"
"26690","1646650800","60","0.0050","0.0421","0.0812"
"26690","1646654400","60","0.0125","0.0467","0.0938"
"26690","1646658000","60","0.0100","0.0437","0.1112"
"26690","1646661600","60","0.0038","0.0305","0.0988"
"26690","1646665200","60","0.0075","0.0364","0.1000"
"26690","1646668800","60","0.0150","0.0594","0.1512"
"26690","1646672400","60","0.0100","0.0381","0.1112"
"26690","1646676000","60","0.0038","0.0277","0.0575"
"26690","1646679600","60","0.0075","0.0288","0.0725"
"26690","1646683200","60","0.0050","0.0297","0.0775"
"26690","1646686800","60","0.0062","0.0270","0.0650"
"26690","1646690400","60","0.0075","0.0297","0.1250"
"26690","1646694000","60","0.0012","0.0173","0.0500"
"26690","1646697600","60","0.0038","0.0283","0.1013"
"26690","1646701200","60","0.0025","0.0237","0.0612"
"26690","1646704800","60","0.0012","0.0192","0.0638"
"26690","1646708400","60","0.0025","0.0263","0.0825"
"26690","1646712000","60","0.0025","0.0209","0.0800"
"26690","1646715600","60","0.0025","0.0228","0.0588"
"26690","1646719200","60","0.0050","0.0312","0.1262"
"26690","1646722800","60","0.0062","0.0364","0.0875"
"26690","1646726400","60","0.0050","0.0287","0.0962"
"26690","1646730000","60","0.0062","0.0362","0.1138"
"26690","1646733600","60","0.0050","0.0309","0.0988"
"26690","1646737200","60","0.0038","0.0338","0.1075"
"26690","1646740800","60","0.0062","0.0403","0.1112"
"26690","1646744400","60","0.0038","0.0276","0.0788"
"26690","1646748000","60","0.0075","0.0377","0.1075"
"26690","1646751600","60","0.0062","0.0368","0.1062"
"26690","1646755200","60","0.0150","0.0417","0.1175"
