"itemid";"clock";"value";"ns"
"26690";"1671838430";"0.0175";"113545005"
"26690";"1671838490";"0.0275";"349292713"
"26690";"1671838550";"0.0262";"309391516"
"26690";"1671838610";"0.0188";"720285762"
"26690";"1671838670";"0.0550";"221653008"
"26690";"1671838730";"0.0450";"266178551"
"26690";"1671838790";"0.0350";"389110295"
"26690";"1671838850";"0.1075";"795912725"
"26690";"1671838910";"0.0600";"253338783"
"26690";"1671838970";"0.0312";"170272318"
"26690";"1671839030";"0.0112";"601949611"
"26690";"1671839090";"0.0238";"944234970"
"26690";"1671839150";"0.0275";"448621749"
"26690";"1671839210";"0.0362";"477413110"
"26690";"1671839270";"0.0275";"859433076"
"26690";"1671839330";"0.0888";"170784555"
"26690";"1671839390";"0.0400";"27368863"
"26690";"1671839450";"0.0150";"657286743"
"26690";"1671839510";"0.0100";"856152698"
"26690";"1671839570";"0.0075";"608657322"
"26690";"1671839630";"0.0125";"244815631"
"26690";"1671839690";"0.0275";"732487682"
"26690";"1671839750";"0.0438";"983292442"
"26690";"1671839810";"0.0213";"98867116"
"26690";"1671839870";"0.0075";"492652017"
"26690";"1671839930";"0.0188";"904335023"
"26690";"1671839990";"0.0125";"366105001"
"26690";"1671840050";"0.0950";"323238550"
"26690";"1671840110";"0.0700";"752738384"
"26690";"1671840170";"0.0325";"252996790"
"26690";"1671840230";"0.0288";"423873458"
"26690";"1671840290";"0.0475";"645188682"
"26690";"1671840350";"0.0462";"497814898"
"26690";"1671840410";"0.0288";"208930011"
"26690";"1671840470";"0.0150";"424536641"
"26690";"1671840530";"0.0125";"766345882"
"26690";"1671840590";"0.0262";"641077098"
"26690";"1671840650";"0.0175";"305165910"
"26690";"1671840710";"0.0150";"447859482"
"26690";"1671840770";"0.0213";"795259580"
"26690";"1671840830";"0.0625";"121214959"
"26690";"1671840890";"0.0450";"424312258"
"26690";"1671840950";"0.0300";"632371007"
"26690";"1671841010";"0.0338";"424832018"
"26690";"1671841070";"0.0225";"380484221"
"26690";"1671841130";"0.0125";"257541560"
"26690";"1671841190";"0.0588";"784207024"
"26690";"1671841250";"0.0675";"404395186"
"26690";"1671841310";"0.0412";"317793533"
"26690";"1671841370";"0.0538";"701569478"
"26690";"1671841430";"0.0388";"54749610"
"26690";"1671841490";"0.0412";"580298786"
"26690";"1671841550";"0.0388";"366618936"
"26690";"1671841610";"0.0412";"606588761"
"26690";"1671841670";"0.0150";"672119610"
"26690";"1671841730";"0.0225";"430768609"
"26690";"1671841790";"0.0688";"511987875"
"26690";"1671841850";"0.0538";"869761438"
"26690";"1671841910";"0.0375";"371219651"
"26690";"1671841970";"0.0138";"350776995"
"26690";"1671842030";"0.0200";"649002899"
"26690";"1671842090";"0.0150";"271905564"
"26690";"1671842150";"0.0362";"978388869"
"26690";"1671842210";"0.0238";"516877560"
"26690";"1671842270";"0.0688";"35939956"
"26690";"1671842330";"0.0388";"713636031"
"26690";"1671842390";"0.0412";"993039664"
"26690";"1671842450";"0.0750";"30462076"
"26690";"1671842510";"0.0500";"396962119"
"26690";"1671842570";"0.0675";"786580258"
"26690";"1671842630";"0.0288";"390653219"
"26690";"1671842690";"0.0238";"619426280"
"26690";"1671842750";"0.0213";"394843206"
"26690";"1671842810";"0.0938";"855969542"
"26690";"1671842870";"0.0412";"292288702"
"26690";"1671842930";"0.0150";"37156146"
"26690";"1671842990";"0.0588";"595995885"
"26690";"1671843050";"0.0625";"133867609"
"26690";"1671843110";"0.0225";"243668057"
"26690";"1671843170";"0.0638";"428855869"
"26690";"1671843230";"0.0300";"758117888"
"26690";"1671843290";"0.0362";"267384459"
"26690";"1671843350";"0.0450";"80321071"
"26690";"1671843410";"0.0738";"479740395"
"26690";"1671843470";"0.0400";"900227946"
"26690";"1671843530";"0.0275";"127964293"
"26690";"1671843590";"0.0825";"194475364"
"26690";"1671843650";"0.0425";"664219049"
"26690";"1671843710";"0.0200";"317630548"
"26690";"1671843770";"0.0588";"877126315"
"26690";"1671843830";"0.0425";"652574574"
"26690";"1671843890";"0.0325";"906236899"
"26690";"1671843950";"0.0362";"215917108"
"26690";"1671844010";"0.0312";"687622515"
"26690";"1671844070";"0.0938";"964651697"
"26690";"1671844130";"0.0738";"234119156"
"26690";"1671844190";"0.0750";"289178603"
"26690";"1671844250";"0.1038";"695702835"
"26690";"1671844310";"0.0538";"135727392"
"26690";"1671844370";"0.0325";"568887153"
"26690";"1671844430";"0.0238";"553930259"
"26690";"1671844490";"0.0088";"942879606"
"26690";"1671844550";"0.0538";"460376130"
"26690";"1671844610";"0.0288";"325483475"
"26690";"1671844670";"0.0412";"797468507"
"26690";"1671844730";"0.0362";"57215090"
"26690";"1671844790";"0.0175";"87501663"
"26690";"1671844850";"0.0712";"627881604"
"26690";"1671844910";"0.1075";"954148047"
"26690";"1671844970";"0.0425";"67856800"
"26690";"1671845030";"0.0213";"335398666"
"26690";"1671845090";"0.0112";"718497111"
"26690";"1671845150";"0.0050";"189674858"
"26690";"1671845210";"0.0162";"36444886"
"26690";"1671845270";"0.0362";"563490992"
"26690";"1671845330";"0.0562";"895280759"
"26690";"1671845390";"0.0462";"403139154"
"26690";"1671845450";"0.0662";"109264523"
"26690";"1671845510";"0.0625";"736436212"
"26690";"1671845570";"0.0325";"978299203"
"26690";"1671845630";"0.0213";"210631041"
"26690";"1671845690";"0.0213";"582046600"
"26690";"1671845750";"0.0138";"908606802"
"26690";"1671845810";"0.0112";"80063216"
"26690";"1671845870";"0.0213";"418590076"
"26690";"1671845930";"0.1075";"749561514"
"26690";"1671845990";"0.0538";"842606089"
"26690";"1671846050";"0.0350";"154154041"
"26690";"1671846110";"0.0788";"424390676"
"26690";"1671846170";"0.0312";"838589251"
"26690";"1671846230";"0.0425";"165587055"
"26690";"1671846290";"0.0150";"359693855"
"26690";"1671846350";"0.0375";"707557137"
"26690";"1671846410";"0.0512";"50657211"
"26690";"1671846470";"0.0325";"583890162"
"26690";"1671846530";"0.0262";"422075271"
"26690";"1671846590";"0.0162";"690222077"
"26690";"1671846650";"0.0438";"559279242"
"26690";"1671846710";"0.0425";"219933347"
"26690";"1671846770";"0.0262";"621643785"
"26690";"1671846830";"0.0350";"953277801"
"26690";"1671846890";"0.0612";"164873360"
"26690";"1671846950";"0.0988";"446713945"
"26690";"1671847010";"0.0575";"827262372"
"26690";"1671847070";"0.0600";"473870245"
"26690";"1671847130";"0.0512";"135970563"
"26690";"1671847190";"0.0725";"243516223"
"26690";"1671847250";"0.0788";"652405960"
"26690";"1671847310";"0.1025";"972847431"
"26690";"1671847370";"0.0700";"473649589"
"26690";"1671847430";"0.1250";"158058942"
"26690";"1671847490";"0.0688";"668899315"
"26690";"1671847550";"0.1162";"710964821"
"26690";"1671847610";"0.1088";"235342561"
"26690";"1671847670";"0.0725";"506389370"
"26690";"1671847730";"0.1125";"869527030"
"26690";"1671847790";"0.0938";"363485120"
"26690";"1671847850";"0.1150";"185013335"
"26690";"1671847910";"0.0800";"606509033"
"26690";"1671847970";"0.0450";"971702246"
"26690";"1671848030";"0.0400";"225257346"
"26690";"1671848090";"0.0850";"328887710"
"26690";"1671848150";"0.0875";"784808553"
"26690";"1671848210";"0.1638";"144289275"
"26690";"1671848270";"0.0688";"234459596"
"26690";"1671848330";"0.0438";"377041581"
"26690";"1671848390";"0.0962";"742913546"
"26690";"1671848450";"0.0750";"985321782"
"26690";"1671848510";"0.1350";"30459579"
"26690";"1671848570";"0.1262";"371585920"
"26690";"1671848630";"0.1038";"839831326"
"26690";"1671848690";"0.0562";"325292381"
"26690";"1671848750";"0.1100";"58294758"
"26690";"1671848810";"0.0738";"548137064"
"26690";"1671848870";"0.0575";"905868132"
"26690";"1671848930";"0.0525";"265073646"
"26690";"1671848990";"0.0800";"96781795"
"26690";"1671849050";"0.0600";"665074824"
"26690";"1671849110";"0.0312";"970577120"
"26690";"1671849170";"0.0538";"287189353"
"26690";"1671849230";"0.0350";"414650553"
"26690";"1671849290";"0.0175";"750841714"
"26690";"1671849350";"0.0062";"988115090"
"26690";"1671849410";"0.0175";"411511679"
"26690";"1671849470";"0.0062";"631517058"
"26690";"1671849530";"0.0025";"975740710"
"26690";"1671849590";"0.0213";"554075547"
"26690";"1671849650";"0.0875";"448123697"
"26690";"1671849710";"0.0462";"866341035"
"26690";"1671849770";"0.0238";"865314411"
"26690";"1671849830";"0.0088";"742056577"
"26690";"1671849890";"0.0038";"452600378"
"26690";"1671849950";"0.0938";"891564527"
"26690";"1671850010";"0.0650";"210760863"
"26690";"1671850070";"0.0312";"192640312"
"26690";"1671850130";"0.0112";"643726002"
"26690";"1671850190";"0.0213";"301313920"
"26690";"1671850250";"0.0925";"117713562"
"26690";"1671850310";"0.0550";"485255686"
"26690";"1671850370";"0.0950";"855969701"
"26690";"1671850430";"0.0500";"807102403"
"26690";"1671850490";"0.0962";"180799408"
"26690";"1671850550";"0.0438";"241125914"
"26690";"1671850610";"0.0250";"713330624"
"26690";"1671850670";"0.0275";"981726709"
"26690";"1671850730";"0.0138";"370520308"
"26690";"1671850790";"0.0362";"367051086"
"26690";"1671850850";"0.0500";"786426348"
"26690";"1671850910";"0.0500";"94114761"
"26690";"1671850975";"0.0438";"321426367"
"26690";"1671851030";"0.1038";"695242029"
"26690";"1671851090";"0.0388";"215391028"
"26690";"1671851150";"0.0475";"493354432"
"26690";"1671851210";"0.0312";"217463213"
"26690";"1671851270";"0.0175";"751645025"
"26690";"1671851330";"0.0688";"334686615"
"26690";"1671851390";"0.0450";"138949396"
"26690";"1671851455";"0.0400";"523015986"
"26690";"1671851510";"0.0350";"886183334"
"26690";"1671851570";"0.0888";"50840297"
"26690";"1671851630";"0.0750";"526638132"
"26690";"1671851690";"0.1338";"629247027"
"26690";"1671851750";"0.0488";"959935748"
"26690";"1671851810";"0.0250";"422475504"
"26690";"1671851870";"0.0350";"338308512"
"26690";"1671851930";"0.0213";"748986570"
"26690";"1671851990";"0.0488";"991110466"
"26690";"1671852050";"0.0650";"7456956"
"26690";"1671852110";"0.0562";"507256246"
"26690";"1671852170";"0.0338";"864686306"
"26690";"1671852230";"0.0125";"41477561"
"26690";"1671852290";"0.0462";"398963815"
"26690";"1671852350";"0.0562";"739625043"
"26690";"1671852410";"0.0412";"726742480"
"26690";"1671852470";"0.0288";"285992646"
"26690";"1671852530";"0.0550";"461155990"
"26690";"1671852590";"0.0450";"782518541"
"26690";"1671852650";"0.0288";"253947811"
"26690";"1671852710";"0.0888";"670308172"
"26690";"1671852770";"0.0325";"709442886"
"26690";"1671852830";"0.0312";"410181156"
"26690";"1671852890";"0.0562";"577682307"
"26690";"1671852950";"0.1075";"141436240"
"26690";"1671853010";"0.0462";"594388205"
"26690";"1671853070";"0.0362";"49931503"
"26690";"1671853130";"0.0188";"594069865"
"26690";"1671853190";"0.0188";"963248917"
"26690";"1671853250";"0.0562";"261591598"
"26690";"1671853310";"0.0300";"650617806"
"26690";"1671853370";"0.0188";"980574313"
"26690";"1671853430";"0.0125";"168124015"
"26690";"1671853490";"0.0125";"255986137"
"26690";"1671853550";"0.0650";"739715444"
"26690";"1671853610";"0.0500";"46484654"
"26690";"1671853670";"0.0188";"218434305"
"26690";"1671853730";"0.0538";"569854021"
"26690";"1671853790";"0.1188";"910380549"
"26690";"1671853850";"0.0988";"432678236"
"26690";"1671853910";"0.0488";"205009214"
"26690";"1671853970";"0.0612";"597561971"
"26690";"1671854030";"0.0638";"970032365"
"26690";"1671854090";"0.0712";"399139326"
"26690";"1671854150";"0.0962";"209603410"
"26690";"1671854210";"0.0762";"668704594"
"26690";"1671854270";"0.0975";"967382354"
"26690";"1671854330";"0.0700";"85261741"
"26690";"1671854390";"0.1125";"544115255"
"26690";"1671854450";"0.1262";"912188541"
"26690";"1671854510";"0.0762";"70368519"
"26690";"1671854570";"0.1288";"520067958"
"26690";"1671854630";"0.1688";"871119919"
"26690";"1671854690";"0.0812";"374210638"
"26690";"1671854750";"0.0950";"154747995"
"26690";"1671854810";"0.0500";"649446916"
"26690";"1671854870";"0.0925";"970161122"
"26690";"1671854930";"0.0962";"370855968"
"26690";"1671854990";"0.0475";"490061778"
"26690";"1671855050";"0.0625";"867243471"
"26690";"1671855110";"0.0362";"419827769"
"26690";"1671855170";"0.0225";"982977944"
"26690";"1671855230";"0.0262";"389978141"
"26690";"1671855290";"0.0100";"554134213"
"26690";"1671855350";"0.0638";"897800201"
"26690";"1671855410";"0.0625";"400735065"
"26690";"1671855470";"0.0662";"150653571"
"26690";"1671855530";"0.0375";"780237077"
"26690";"1671855590";"0.0375";"325507244"
"26690";"1671855650";"0.0338";"149180736"
"26690";"1671855710";"0.0238";"202283684"
"26690";"1671855770";"0.0788";"783854358"
"26690";"1671855830";"0.0825";"665950915"
"26690";"1671855890";"0.0300";"117932475"
"26690";"1671855950";"0.0288";"502003148"
"26690";"1671856010";"0.0725";"838526931"
"26690";"1671856070";"0.0262";"510033089"
"26690";"1671856130";"0.0462";"187802194"
"26690";"1671856190";"0.0662";"242403591"
"26690";"1671856250";"0.0850";"537408373"
"26690";"1671856310";"0.0575";"945288468"
"26690";"1671856370";"0.0362";"76130915"
"26690";"1671856430";"0.0388";"497331590"
"26690";"1671856490";"0.0338";"839090203"
"26690";"1671856550";"0.0612";"220813412"
"26690";"1671856611";"0.0462";"9261666"
"26690";"1671856670";"0.0738";"338693311"
"26690";"1671856730";"0.1538";"678930991"
"26690";"1671856790";"0.1713";"987274342"
"26690";"1671856850";"0.1725";"364828182"
"26690";"1671856910";"0.0638";"586543788"
"26690";"1671856970";"0.1100";"899037069"
"26690";"1671857030";"0.0450";"253993096"
"26690";"1671857090";"0.0275";"164259964"
"26690";"1671857150";"0.0388";"656610065"
"26690";"1671857210";"0.0350";"918532920"
"26690";"1671857270";"0.0288";"241857233"
"26690";"1671857330";"0.0150";"453404490"
"26690";"1671857390";"0.0575";"790235487"
"26690";"1671857450";"0.0575";"986760696"
"26690";"1671857510";"0.0350";"133176010"
"26690";"1671857570";"0.0975";"561104477"
"26690";"1671857630";"0.0488";"906564901"
"26690";"1671857690";"0.0275";"179453653"
"26690";"1671857750";"0.0612";"180884545"
"26690";"1671857810";"0.0888";"581501688"
"26690";"1671857870";"0.2988";"957332270"
"26690";"1671857930";"0.2325";"170989704"
"26690";"1671857990";"0.0950";"265801367"
"26690";"1671858050";"0.0500";"709108184"
"26690";"1671858110";"0.0675";"963789838"
"26690";"1671858170";"0.0738";"144347009"
"26690";"1671858230";"0.0412";"263897999"
"26690";"1671858290";"0.0150";"652258151"
"26690";"1671858350";"0.0625";"827341859"
"26690";"1671858410";"0.0538";"15494746"
"26690";"1671858470";"0.0288";"546463030"
"26690";"1671858530";"0.0625";"902314847"
"26690";"1671858590";"0.0850";"401047562"
"26690";"1671858650";"0.0612";"369715155"
"26690";"1671858710";"0.0462";"537078358"
"26690";"1671858770";"0.0475";"990321289"
"26690";"1671858830";"0.0250";"232329120"
"26690";"1671858890";"0.0625";"495413058"
"26690";"1671858950";"0.1013";"868041477"
"26690";"1671859010";"0.1888";"126056957"
"26690";"1671859070";"0.1062";"560535597"
"26690";"1671859130";"0.1000";"588735207"
"26690";"1671859190";"0.0962";"933159889"
"26690";"1671859250";"0.0675";"68246931"
"26690";"1671859310";"0.0888";"165989173"
"26690";"1671859370";"0.0812";"717299324"
"26690";"1671859430";"0.1038";"97729527"
"26690";"1671859490";"0.0500";"158576445"
"26690";"1671859550";"0.1025";"618613392"
"26690";"1671859610";"0.0438";"284308768"
"26690";"1671859670";"0.0412";"282054913"
"26690";"1671859730";"0.0538";"423703731"
"26690";"1671859790";"0.0612";"807463497"
"26690";"1671859850";"0.0625";"94541916"
"26690";"1671859910";"0.0425";"50950348"
"26690";"1671859970";"0.0562";"524523354"
"26690";"1671860030";"0.0338";"887252838"
"26690";"1671860090";"0.0700";"389961470"
"26690";"1671860150";"0.1050";"350229404"
"26690";"1671860210";"0.0638";"737813199"
"26690";"1671860270";"0.0475";"180291918"
"26690";"1671860330";"0.1000";"155799412"
"26690";"1671860390";"0.0500";"460411235"
"26690";"1671860450";"0.0638";"863560958"
"26690";"1671860510";"0.0275";"223037705"
"26690";"1671860570";"0.0250";"370099376"
"26690";"1671860630";"0.0250";"570942806"
"26690";"1671860690";"0.0175";"917264138"
"26690";"1671860750";"0.0638";"306312432"
"26690";"1671860810";"0.0400";"411200357"
"26690";"1671860870";"0.1088";"606452082"
"26690";"1671860930";"0.0988";"373157705"
"26690";"1671860990";"0.0900";"50331110"
"26690";"1671861050";"0.1725";"383372245"
"26690";"1671861110";"0.1338";"765773851"
"26690";"1671861170";"0.0538";"350402696"
"26690";"1671861230";"0.1362";"116513923"
"26690";"1671861290";"0.1750";"396868952"
"26690";"1671861350";"0.0925";"741209136"
"26690";"1671861410";"0.1025";"78097834"
"26690";"1671861470";"0.0738";"303307140"
"26690";"1671861530";"0.0512";"575385090"
"26690";"1671861590";"0.0388";"905608441"
"26690";"1671861650";"0.0438";"79943586"
"26690";"1671861710";"0.1488";"482924070"
"26690";"1671861770";"0.1162";"823257454"
"26690";"1671861830";"0.1250";"185668695"
"26690";"1671861890";"0.0700";"17444883"
"26690";"1671861950";"0.0512";"539077723"
"26690";"1671862010";"0.0688";"949785822"
"26690";"1671862070";"0.0600";"497823932"
"26690";"1671862130";"0.1000";"161187475"
"26690";"1671862190";"0.0450";"738365534"
"26690";"1671862250";"0.1050";"995314637"
"26690";"1671862310";"0.0388";"324993294"
"26690";"1671862375";"0.0225";"430986451"
"26690";"1671862430";"0.0512";"809976202"
"26690";"1671862490";"0.0362";"247269912"
"26690";"1671862550";"0.0475";"24003249"
"26690";"1671862610";"0.0875";"562634576"
"26690";"1671862670";"0.1388";"978647476"
"26690";"1671862730";"0.1325";"103769869"
"26690";"1671862790";"0.1762";"492186839"
"26690";"1671862850";"0.1300";"830907019"
"26690";"1671862910";"0.0538";"393621304"
"26690";"1671862970";"0.1013";"399242627"
"26690";"1671863030";"0.0438";"522138442"
"26690";"1671863090";"0.0800";"904390942"
"26690";"1671863150";"0.0700";"357394555"
"26690";"1671863210";"0.0812";"133110346"
"26690";"1671863270";"0.0912";"654224487"
"26690";"1671863330";"0.1262";"621259158"
"26690";"1671863390";"0.0462";"198315745"
"26690";"1671863450";"0.0625";"370844145"
"26690";"1671863510";"0.0800";"712152245"
"26690";"1671863570";"0.0875";"373987733"
"26690";"1671863630";"0.0412";"353872256"
"26690";"1671863690";"0.0188";"380255742"
"26690";"1671863750";"0.0250";"763243389"
"26690";"1671863810";"0.0712";"261320349"
"26690";"1671863870";"0.1025";"401604585"
"26690";"1671863930";"0.0375";"741756422"
"26690";"1671863991";"0.0662";"3335843"
"26690";"1671864050";"0.0725";"135438246"
"26690";"1671864110";"0.1013";"578528934"
"26690";"1671864175";"0.0525";"874095699"
"26690";"1671864230";"0.0338";"349687419"
"26690";"1671864290";"0.0538";"290789891"
"26690";"1671864350";"0.0612";"706027565"
"26690";"1671864410";"0.0962";"209114840"
"26690";"1671864470";"0.0712";"77205367"
"26690";"1671864530";"0.0712";"346688790"
"26690";"1671864590";"0.0688";"684177885"
"26690";"1671864650";"0.0962";"970799929"
"26690";"1671864710";"0.0888";"102540926"
"26690";"1671864770";"0.0988";"545983225"
"26690";"1671864830";"0.0538";"895760148"
"26690";"1671864890";"0.0838";"53371762"
"26690";"1671864950";"0.0625";"59446470"
"26690";"1671865015";"0.0938";"616365859"
"26690";"1671865070";"0.1000";"958276184"
"26690";"1671865130";"0.0650";"80182001"
"26690";"1671865190";"0.0812";"313676436"
"26690";"1671865250";"0.0450";"751003883"
"26690";"1671865310";"0.0162";"112512695"
"26690";"1671865370";"0.1050";"154615470"
"26690";"1671865430";"0.0675";"257375637"
"26690";"1671865490";"0.0388";"810109949"
"26690";"1671865550";"0.0700";"304996600"
"26690";"1671865610";"0.0250";"216461057"
"26690";"1671865670";"0.0388";"643744891"
"26690";"1671865730";"0.0750";"798023470"
"26690";"1671865790";"0.0700";"57186524"
"26690";"1671865850";"0.0488";"414839623"
"26690";"1671865910";"0.0438";"890494195"
"26690";"1671865970";"0.0162";"572686485"
"26690";"1671866030";"0.1288";"273798422"
"26690";"1671866090";"0.0838";"690571503"
"26690";"1671866150";"0.0462";"978570816"
"26690";"1671866210";"0.0700";"573692918"
"26690";"1671866270";"0.0438";"381868148"
"26690";"1671866330";"0.0775";"849187162"
"26690";"1671866390";"0.0625";"7205799"
"26690";"1671866450";"0.0288";"232937407"
"26690";"1671866510";"0.0112";"679121098"
"26690";"1671866570";"0.0700";"973491178"
"26690";"1671866630";"0.1175";"175532622"
"26690";"1671866690";"0.1100";"273800718"
"26690";"1671866750";"0.0588";"756863742"
"26690";"1671866810";"0.1475";"117127837"
"26690";"1671866870";"0.0600";"693554390"
"26690";"1671866930";"0.0812";"417066744"
"26690";"1671866990";"0.0562";"969415375"
"26690";"1671867050";"0.0762";"472724165"
"26690";"1671867110";"0.0412";"115578533"
"26690";"1671867170";"0.0550";"724398354"
"26690";"1671867230";"0.0850";"540827423"
"26690";"1671867290";"0.0625";"294645629"
"26690";"1671867350";"0.0475";"458105754"
"26690";"1671867410";"0.1175";"822331087"
"26690";"1671867470";"0.0512";"205042629"
"26690";"1671867530";"0.0188";"170066484"
"26690";"1671867590";"0.0762";"591795268"
"26690";"1671867650";"0.0375";"567922484"
"26690";"1671867710";"0.0412";"185548484"
"26690";"1671867770";"0.0712";"348781945"
"26690";"1671867830";"0.0550";"719266841"
"26690";"1671867890";"0.0625";"98824471"
"26690";"1671867950";"0.0525";"268212926"
"26690";"1671868010";"0.0738";"506024474"
"26690";"1671868070";"0.0750";"867124179"
"26690";"1671868130";"0.0338";"235362446"
"26690";"1671868190";"0.0338";"155501732"
"26690";"1671868250";"0.0588";"613410334"
"26690";"1671868315";"0.0400";"949958318"
"26690";"1671868370";"0.0200";"948150689"
"26690";"1671868430";"0.0588";"284764071"
"26690";"1671868490";"0.0362";"628669072"
"26690";"1671868550";"0.0238";"942184749"
"26690";"1671868610";"0.0688";"154497934"
"26690";"1671868670";"0.0462";"455610895"
"26690";"1671868730";"0.0350";"794352931"
"26690";"1671868790";"0.1062";"157482832"
"26690";"1671868850";"0.0550";"42892868"
"26690";"1671868910";"0.0388";"606533101"
"26690";"1671868970";"0.0562";"945822329"
"26690";"1671869030";"0.0838";"374630452"
"26690";"1671869090";"0.0475";"506050478"
"26690";"1671869150";"0.0475";"848096315"
"26690";"1671869210";"0.0688";"384102936"
"26690";"1671869270";"0.0500";"299443553"
"26690";"1671869330";"0.0238";"699541165"
"26690";"1671869391";"0.0788";"1563558"
"26690";"1671869450";"0.1713";"124060239"
"26690";"1671869510";"0.0825";"610046805"
"26690";"1671869570";"0.0812";"938135689"
"26690";"1671869630";"0.0325";"51024293"
"26690";"1671869690";"0.0825";"472389022"
"26690";"1671869750";"0.1162";"654719820"
"26690";"1671869810";"0.1150";"733071907"
"26690";"1671869870";"0.0662";"444995071"
"26690";"1671869930";"0.0512";"401531523"
"26690";"1671869990";"0.0625";"788702415"
"26690";"1671870050";"0.0500";"76521105"
"26690";"1671870110";"0.0375";"181998803"
"26690";"1671870170";"0.0550";"390197544"
"26690";"1671870230";"0.0450";"848762198"
"26690";"1671870290";"0.0800";"365858076"
"26690";"1671870350";"0.0912";"47483689"
"26690";"1671870410";"0.0750";"720129073"
"26690";"1671870470";"0.1112";"380754318"
"26690";"1671870530";"0.0888";"88256811"
"26690";"1671870590";"0.0762";"341327173"
"26690";"1671870650";"0.1325";"870266595"
"26690";"1671870710";"0.1050";"40207744"
"26690";"1671870770";"0.0738";"283625742"
"26690";"1671870830";"0.1288";"804711587"
"26690";"1671870890";"0.1550";"208349684"
"26690";"1671870950";"0.0638";"282590439"
"26690";"1671871010";"0.0362";"423021957"
"26690";"1671871070";"0.1088";"910810359"
"26690";"1671871130";"0.0688";"100726457"
"26690";"1671871190";"0.0538";"307281677"
"26690";"1671871250";"0.1225";"638956949"
"26690";"1671871310";"0.0550";"181559832"
"26690";"1671871370";"0.1250";"21118960"
"26690";"1671871430";"0.0688";"510819132"
"26690";"1671871490";"0.0962";"846320780"
"26690";"1671871550";"0.1075";"240501274"
"26690";"1671871610";"0.0988";"345660585"
"26690";"1671871670";"0.0975";"743822327"
"26690";"1671871730";"0.0800";"58188799"
"26690";"1671871790";"0.0838";"132235173"
"26690";"1671871850";"0.0775";"548119392"
"26690";"1671871910";"0.0738";"197361761"
"26690";"1671871970";"0.1112";"158721949"
"26690";"1671872030";"0.0550";"117643310"
"26690";"1671872090";"0.0450";"672415946"
"26690";"1671872150";"0.0600";"924210328"
"26690";"1671872210";"0.0338";"106928437"
"26690";"1671872270";"0.0675";"565686269"
"26690";"1671872330";"0.0375";"740520651"
"26690";"1671872390";"0.0588";"53334513"
"26690";"1671872450";"0.0612";"24541094"
"26690";"1671872510";"0.0462";"520954473"
"26690";"1671872570";"0.0788";"909276215"
"26690";"1671872630";"0.0662";"291792987"
"26690";"1671872690";"0.0625";"298198751"
"26690";"1671872750";"0.0575";"672293868"
"26690";"1671872810";"0.0838";"940993635"
"26690";"1671872870";"0.0512";"470331101"
"26690";"1671872930";"0.0388";"125924358"
"26690";"1671872990";"0.0362";"735105419"
"26690";"1671873050";"0.0525";"157435545"
"26690";"1671873110";"0.0388";"651244500"
"26690";"1671873170";"0.0325";"463737814"
"26690";"1671873230";"0.0950";"882309637"
"26690";"1671873290";"0.0662";"541370129"
"26690";"1671873350";"0.0525";"108292587"
"26690";"1671873410";"0.0375";"526616110"
"26690";"1671873470";"0.0575";"822822980"
"26690";"1671873530";"0.0213";"160990956"
"26690";"1671873595";"0.1850";"653412509"
"26690";"1671873650";"0.1438";"559085314"
"26690";"1671873710";"0.0612";"703649428"
"26690";"1671873770";"0.1788";"370092702"
"26690";"1671873830";"0.1300";"347630527"
"26690";"1671873890";"0.1350";"520517526"
"26690";"1671873950";"0.0688";"942646781"
"26690";"1671874010";"0.0488";"150986242"
"26690";"1671874070";"0.0438";"426178434"
"26690";"1671874130";"0.0425";"780889699"
"26690";"1671874190";"0.1212";"238949849"
"26690";"1671874250";"0.0662";"176087027"
"26690";"1671874310";"0.0250";"330057205"
"26690";"1671874370";"0.0588";"484728903"
"26690";"1671874430";"0.0350";"702846555"
"26690";"1671874490";"0.0562";"984386643"
"26690";"1671874550";"0.0662";"297010996"
"26690";"1671874610";"0.0662";"387440747"
"26690";"1671874670";"0.0925";"752587889"
"26690";"1671874730";"0.0500";"329989323"
"26690";"1671874790";"0.0300";"664125709"
"26690";"1671874850";"0.0238";"476639500"
"26690";"1671874910";"0.0088";"953277772"
"26690";"1671874970";"0.0088";"184123958"
"26690";"1671875030";"0.0075";"276813284"
"26690";"1671875090";"0.1338";"653266584"
"26690";"1671875150";"0.0738";"952187299"
"26690";"1671875210";"0.0275";"72113035"
"26690";"1671875270";"0.0850";"329996077"
"26690";"1671875330";"0.0562";"803063524"
"26690";"1671875390";"0.1338";"616044108"
"26690";"1671875450";"0.1112";"161371150"
"26690";"1671875510";"0.0612";"225138194"
"26690";"1671875570";"0.0512";"675047599"
"26690";"1671875630";"0.0525";"959163065"
"26690";"1671875690";"0.0650";"47583564"
"26690";"1671875750";"0.0388";"381916161"
"26690";"1671875810";"0.0788";"755610339"
"26690";"1671875870";"0.0500";"337211651"
"26690";"1671875930";"0.0762";"331968779"
"26690";"1671875990";"0.0500";"493424765"
"26690";"1671876050";"0.0225";"816415842"
"26690";"1671876110";"0.0362";"192836463"
"26690";"1671876170";"0.0362";"201430251"
"26690";"1671876230";"0.0562";"660640459"
"26690";"1671876290";"0.0600";"970918201"
"26690";"1671876350";"0.0762";"74990516"
"26690";"1671876410";"0.0275";"450829945"
"26690";"1671876470";"0.0238";"782178652"
